[0.635, 0.515, 0.17, 1.275, 0.509, 0.286, 0.34, 16.0, 'M']
[0.7, 0.58, 0.205, 2.13, 0.7415, 0.49, 0.58, 20.0, 'M']
[0.675, 0.525, 0.185, 1.587, 0.6935, 0.336, 0.395, 13.0, 'M']
[0.645, 0.525, 0.19, 1.8085, 0.7035, 0.3885, 0.395, 18.0, 'F']
[0.745, 0.585, 0.215, 2.499, 0.9265, 0.472, 0.7, 17.0, 'M']
[0.685, 0.545, 0.18, 1.768, 0.7495, 0.392, 0.485, 16.0, 'F']
[0.605, 0.49, 0.18, 1.227, 0.48, 0.287, 0.35, 18.0, 'M']
[0.59, 0.465, 0.15, 0.997, 0.392, 0.246, 0.34, 12.0, 'F']
[0.65, 0.525, 0.175, 1.4225, 0.61, 0.2995, 0.445, 20.0, 'F']
[0.6, 0.48, 0.15, 1.029, 0.4085, 0.2705, 0.295, 16.0, 'F']
[0.62, 0.5, 0.175, 1.186, 0.4985, 0.3015, 0.35, 12.0, 'F']
[0.63, 0.515, 0.16, 1.016, 0.4215, 0.244, 0.355, 19.0, 'M']
[0.58, 0.465, 0.145, 0.887, 0.4405, 0.1655, 0.265, 11.0, 'M']
[0.58, 0.455, 0.12, 1.0735, 0.479, 0.2735, 0.265, 10.0, 'F']
[0.63, 0.49, 0.18, 1.13, 0.458, 0.2765, 0.315, 12.0, 'M']
[0.69, 0.56, 0.215, 1.719, 0.68, 0.299, 0.47, 17.0, 'F']
[0.65, 0.545, 0.165, 1.566, 0.6645, 0.3455, 0.415, 16.0, 'F']
[0.66, 0.565, 0.195, 1.7605, 0.692, 0.3265, 0.5, 16.0, 'F']
[0.68, 0.58, 0.2, 1.787, 0.585, 0.453, 0.6, 19.0, 'F']
[0.7, 0.575, 0.17, 1.31, 0.5095, 0.314, 0.42, 14.0, 'F']
[0.685, 0.52, 0.15, 1.343, 0.4635, 0.292, 0.4, 13.0, 'M']
[0.675, 0.545, 0.195, 1.7345, 0.6845, 0.3695, 0.605, 20.0, 'F']
[0.63, 0.49, 0.19, 1.1775, 0.4935, 0.3365, 0.285, 11.0, 'M']
[0.585, 0.45, 0.16, 1.077, 0.4995, 0.2875, 0.25, 10.0, 'F']
[0.565, 0.465, 0.175, 0.995, 0.3895, 0.183, 0.37, 15.0, 'M']
[0.61, 0.495, 0.185, 1.1085, 0.3705, 0.3135, 0.33, 12.0, 'F']
[0.605, 0.47, 0.18, 1.1405, 0.3755, 0.2805, 0.385, 15.0, 'M']
[0.535, 0.42, 0.145, 0.791, 0.33, 0.189, 0.25, 10.0, 'M']
[0.485, 0.4, 0.135, 0.663, 0.313, 0.137, 0.2, 10.0, 'M']
[0.47, 0.375, 0.12, 0.5565, 0.226, 0.122, 0.195, 12.0, 'M']
[0.545, 0.425, 0.135, 0.8445, 0.373, 0.21, 0.235, 10.0, 'M']
[0.455, 0.37, 0.105, 0.4925, 0.216, 0.1245, 0.135, 9.0, 'F']
[0.54, 0.42, 0.155, 0.7385, 0.3515, 0.152, 0.215, 12.0, 'M']
[0.46, 0.38, 0.135, 0.482, 0.207, 0.1225, 0.145, 10.0, 'M']
[0.49, 0.42, 0.125, 0.609, 0.239, 0.1435, 0.22, 14.0, 'M']
[0.465, 0.375, 0.12, 0.471, 0.222, 0.119, 0.14, 9.0, 'I']
[0.415, 0.325, 0.1, 0.3215, 0.1535, 0.0595, 0.105, 10.0, 'I']
[0.475, 0.375, 0.125, 0.593, 0.277, 0.115, 0.18, 10.0, 'M']
[0.47, 0.375, 0.125, 0.5615, 0.252, 0.137, 0.18, 10.0, 'F']
[0.365, 0.295, 0.095, 0.25, 0.1075, 0.0545, 0.08, 9.0, 'I']
[0.345, 0.275, 0.095, 0.1995, 0.0755, 0.0535, 0.07, 6.0, 'I']
[0.39, 0.31, 0.1, 0.302, 0.116, 0.064, 0.115, 11.0, 'I']
[0.5, 0.395, 0.14, 0.7155, 0.3165, 0.176, 0.24, 10.0, 'F']
[0.47, 0.38, 0.145, 0.5865, 0.2385, 0.144, 0.185, 8.0, 'M']
[0.535, 0.44, 0.15, 0.6765, 0.256, 0.139, 0.26, 12.0, 'M']
[0.585, 0.455, 0.15, 0.987, 0.4355, 0.2075, 0.31, 11.0, 'M']
[0.485, 0.365, 0.12, 0.5885, 0.27, 0.131, 0.175, 9.0, 'F']
[0.515, 0.455, 0.135, 0.7225, 0.295, 0.1625, 0.235, 9.0, 'M']
[0.435, 0.325, 0.11, 0.4335, 0.178, 0.0985, 0.155, 7.0, 'F']
[0.515, 0.415, 0.14, 0.6935, 0.3115, 0.152, 0.2, 10.0, 'F']
[0.44, 0.345, 0.12, 0.365, 0.1655, 0.083, 0.11, 7.0, 'I']
[0.525, 0.44, 0.15, 0.8425, 0.3685, 0.1985, 0.24, 12.0, 'F']
[0.45, 0.355, 0.115, 0.479, 0.2125, 0.1045, 0.15, 8.0, 'M']
[0.59, 0.485, 0.12, 0.911, 0.39, 0.182, 0.29, 16.0, 'M']
[0.555, 0.45, 0.145, 0.915, 0.4, 0.246, 0.285, 11.0, 'M']
[0.57, 0.44, 0.095, 0.827, 0.3395, 0.2215, 0.235, 8.0, 'M']
[0.59, 0.5, 0.165, 1.1045, 0.4565, 0.2425, 0.34, 15.0, 'M']
[0.585, 0.475, 0.12, 0.945, 0.41, 0.2115, 0.28, 14.0, 'M']
[0.58, 0.46, 0.12, 0.9935, 0.4625, 0.2385, 0.28, 11.0, 'F']
[0.545, 0.44, 0.12, 0.8565, 0.3475, 0.1715, 0.24, 12.0, 'M']
[0.605, 0.495, 0.17, 1.2385, 0.528, 0.2465, 0.39, 14.0, 'F']
[0.62, 0.47, 0.14, 1.0325, 0.3605, 0.224, 0.36, 15.0, 'F']
[0.63, 0.5, 0.17, 1.3135, 0.5595, 0.267, 0.4, 20.0, 'F']
[0.63, 0.515, 0.165, 1.352, 0.488, 0.349, 0.45, 20.0, 'M']
[0.63, 0.5, 0.155, 1.005, 0.367, 0.199, 0.36, 16.0, 'F']
[0.545, 0.41, 0.14, 0.625, 0.223, 0.16, 0.235, 13.0, 'M']
[0.67, 0.54, 0.165, 1.5015, 0.518, 0.358, 0.505, 14.0, 'F']
[0.49, 0.38, 0.12, 0.529, 0.2165, 0.139, 0.155, 11.0, 'I']
[0.49, 0.39, 0.135, 0.5785, 0.2465, 0.123, 0.2, 13.0, 'F']
[0.29, 0.225, 0.07, 0.101, 0.036, 0.0235, 0.035, 8.0, 'I']
[0.26, 0.2, 0.07, 0.092, 0.037, 0.02, 0.03, 6.0, 'I']
[0.58, 0.45, 0.175, 1.068, 0.425, 0.203, 0.32, 13.0, 'M']
[0.61, 0.485, 0.165, 1.0915, 0.3935, 0.2435, 0.33, 18.0, 'F']
[0.6, 0.5, 0.16, 1.015, 0.3995, 0.1735, 0.33, 19.0, 'M']
[0.56, 0.455, 0.125, 0.943, 0.344, 0.129, 0.375, 21.0, 'F']
[0.575, 0.45, 0.17, 1.0475, 0.3775, 0.1705, 0.385, 18.0, 'F']
[0.57, 0.45, 0.175, 0.9555, 0.38, 0.1665, 0.295, 18.0, 'F']
[0.6, 0.47, 0.155, 1.036, 0.4375, 0.196, 0.325, 20.0, 'M']
[0.565, 0.455, 0.17, 0.9065, 0.342, 0.156, 0.32, 18.0, 'M']
[0.545, 0.42, 0.14, 0.7505, 0.2475, 0.13, 0.255, 22.0, 'M']
[0.44, 0.345, 0.1, 0.366, 0.122, 0.0905, 0.12, 13.0, 'I']
[0.5, 0.41, 0.15, 0.662, 0.2815, 0.137, 0.22, 11.0, 'M']
[0.36, 0.275, 0.095, 0.217, 0.084, 0.0435, 0.09, 7.0, 'I']
[0.385, 0.305, 0.095, 0.252, 0.0915, 0.055, 0.09, 14.0, 'I']
[0.39, 0.3, 0.09, 0.3055, 0.143, 0.0645, 0.085, 9.0, 'M']
[0.5, 0.415, 0.165, 0.6885, 0.249, 0.138, 0.25, 13.0, 'M']
[0.36, 0.275, 0.11, 0.2335, 0.095, 0.0525, 0.085, 10.0, 'I']
[0.335, 0.26, 0.1, 0.192, 0.0785, 0.0585, 0.07, 8.0, 'I']
[0.505, 0.425, 0.14, 0.85, 0.275, 0.1625, 0.285, 19.0, 'F']
[0.395, 0.295, 0.1, 0.2715, 0.134, 0.0325, 0.085, 10.0, 'I']
[0.41, 0.325, 0.105, 0.3635, 0.159, 0.077, 0.12, 10.0, 'F']
[0.56, 0.455, 0.19, 0.714, 0.283, 0.129, 0.275, 9.0, 'F']
[0.565, 0.435, 0.185, 0.9815, 0.329, 0.136, 0.39, 13.0, 'M']
[0.565, 0.455, 0.185, 0.9265, 0.354, 0.1575, 0.375, 16.0, 'M']
[0.605, 0.5, 0.175, 1.098, 0.4765, 0.232, 0.375, 12.0, 'M']
[0.565, 0.455, 0.15, 0.8205, 0.365, 0.159, 0.26, 18.0, 'F']
[0.725, 0.565, 0.215, 1.891, 0.6975, 0.4725, 0.58, 16.0, 'M']
[0.675, 0.535, 0.16, 1.41, 0.592, 0.3175, 0.42, 16.0, 'F']
[0.665, 0.555, 0.195, 1.4385, 0.581, 0.354, 0.36, 17.0, 'F']
[0.565, 0.49, 0.155, 0.9245, 0.405, 0.2195, 0.255, 11.0, 'F']
[0.645, 0.55, 0.175, 1.2915, 0.57, 0.3045, 0.33, 14.0, 'F']
